,name,roomname,homepage,location,price,ranking,info_bathroom,info_bedroom,info_bogcheung,info_caravan,info_cook,info_crushedstone,info_deck,info_doubleroom,info_familyroom,info_glamping,info_grass,info_menonly,info_oceanview,info_ondolroom,info_organization,info_partyroom,info_pension,info_poolvilla,info_privatebbq,info_privatehouse,info_singlebed,info_spa,info_terrace,info_twinbed,info_unisex,info_womenonly,visitor_bathroom,visitor_bbq,visitor_bed,visitor_breakfast,visitor_bug,visitor_child,visitor_clean,visitor_concept,visitor_electricity,visitor_entertainment,visitor_facility,visitor_goodprice,visitor_hotwater,visitor_interior,visitor_kind,visitor_maintainance,visitor_mannertime,visitor_nearby,visitor_noise,visitor_parking,visitor_party,visitor_pet,visitor_photo,visitor_publictransport,visitor_rest,visitor_shade,visitor_sink,visitor_temperature,visitor_view,visitor_waterplay,visitor_wide,visitor_worthy,people_stadard,max_standard
253,새연 카라반 글램핑 설악2호점,1,1,1,201500,4.43,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,29,1,0,3,0,17,0,0,0,0,0,18,0,0,7,12,0,0,8,0,0,11,0,21,6,7,0,20,4,3,0,2,3
254,새연 카라반 글램핑 설악2호점,1,1,1,180250,4.43,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,29,0,0,6,0,32,0,0,0,0,0,20,0,0,8,11,0,0,11,0,0,13,0,22,6,11,0,17,2,3,0,2,3
255,새연 카라반 글램핑 설악2호점,1,1,1,177750,4.43,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,16,1,0,3,0,13,0,0,0,0,0,6,0,1,6,11,0,0,7,0,0,7,0,16,4,4,1,15,1,3,0,2,3
256,새연 카라반 글램핑 설악2호점,1,1,1,184000,4.43,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,18,1,0,8,0,20,0,0,0,0,1,10,0,1,7,11,0,0,2,0,0,6,0,17,2,6,0,10,0,1,0,2,4
257,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,6,0,0,8,0,15,0,0,0,0,0,8,0,0,8,10,0,0,9,0,0,9,0,12,11,7,0,10,6,5,0,2,5
258,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,8,0,0,8,0,21,0,0,0,0,0,13,0,0,9,16,0,0,8,0,0,10,0,13,10,10,0,11,10,9,0,2,5
259,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,12,12,0,0,10,0,29,0,0,0,0,0,21,0,0,8,10,0,0,7,0,0,8,0,14,9,18,0,5,4,11,0,2,5
260,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,9,0,0,2,0,14,0,0,0,0,0,9,1,1,7,9,0,0,5,0,0,6,0,13,3,7,0,7,6,4,0,2,5
261,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,7,0,0,3,0,15,0,0,0,0,0,9,0,0,4,8,0,0,4,0,0,4,0,11,2,8,0,7,3,3,0,2,5
262,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,12,0,0,4,0,26,0,0,0,0,0,17,0,0,12,4,0,0,5,0,0,6,0,9,2,8,0,15,10,7,0,2,5
263,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,7,8,0,0,2,0,17,0,0,0,0,0,10,0,0,7,7,0,0,3,0,0,4,0,6,3,8,0,8,3,5,0,2,5
264,힐링피아카라반글램핑풀캠핑장,1,1,1,229000,4.93,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,10,0,0,0,0,0,5,0,0,5,5,0,0,5,0,0,3,0,3,2,4,0,5,0,4,0,2,4
265,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,5,5,0,0,2,0,9,0,0,0,0,0,9,0,0,5,8,0,0,2,0,0,2,0,3,5,7,0,3,1,1,0,2,4
266,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,6,0,0,7,0,13,0,0,0,0,0,8,0,0,5,6,0,0,4,0,0,5,0,9,4,7,0,6,5,3,0,2,4
267,힐링피아카라반글램핑풀캠핑장,1,1,1,281500,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,7,1,0,3,0,15,1,0,0,1,0,8,0,0,8,7,0,0,5,0,0,3,0,6,2,9,0,1,6,5,0,2,5
268,힐링피아카라반글램핑풀캠핑장,1,1,1,229000,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,2,0,0,2,0,9,0,0,0,0,0,7,0,0,4,0,0,0,1,0,0,6,0,2,0,6,0,5,1,0,0,2,5
269,힐링피아카라반글램핑풀캠핑장,1,1,1,229000,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,0,2,0,0,4,2,0,0,3,0,0,1,0,3,0,2,0,3,2,1,0,2,5
270,힐링피아카라반글램핑풀캠핑장,1,1,1,229000,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,3,0,0,0,0,6,0,0,0,0,0,2,0,0,4,3,0,0,2,0,0,4,0,2,2,3,0,4,3,4,0,2,5
271,힐링피아카라반글램핑풀캠핑장,1,1,1,229000,4.93,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,2,0,7,0,0,0,0,0,3,0,1,4,2,0,0,4,0,0,1,0,3,0,2,0,5,0,4,0,2,5
272,가평명지산카라반글램핑,1,1,1,157500,4.55,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,46,138,0,0,21,0,122,0,0,0,0,0,126,0,0,53,63,0,0,43,0,0,43,0,123,26,54,0,139,9,52,0,2,4
273,가평명지산카라반글램핑,1,1,1,207500,4.55,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,3,0,0,1,0,3,0,0,0,0,0,5,0,0,0,1,0,0,2,0,0,2,0,3,0,0,0,6,3,0,0,2,4
274,가평명지산카라반글램핑,1,1,1,252500,4.55,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,2,0,1,0,2,0,3,0,1,0,2,6
275,가평명지산카라반글램핑,1,1,1,207500,4.55,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,14,0,0,2,0,14,0,0,0,0,0,18,0,0,11,11,0,0,1,0,0,5,0,12,2,8,0,17,2,7,0,2,5
276,가평명지산카라반글램핑,1,1,1,227500,4.55,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,0,1,0,2,0,0,0,2,5
277,가평명지산카라반글램핑,1,1,1,157500,4.55,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6,44,0,0,7,0,32,0,0,0,0,0,32,0,0,19,10,0,0,10,0,0,15,0,26,6,17,0,53,6,11,0,2,4
278,가평명지산카라반글램핑,1,1,1,157500,4.55,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,21,55,0,0,10,0,29,0,0,0,0,0,37,0,0,13,19,0,0,18,0,0,34,0,45,9,9,0,77,4,15,0,2,2
279,가평명지산카라반글램핑,1,1,1,157500,4.55,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,22,51,0,0,5,0,35,0,0,0,0,0,43,0,0,18,18,0,0,10,0,0,14,0,43,10,10,0,56,4,5,0,2,2
280,가평명지산카라반글램핑,1,1,1,157500,4.55,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,1,0,0,2,0,1,1,0,0,6,0,1,0,2,2
281,가평명지산카라반글램핑,1,1,1,157500,4.55,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,4
282,인휴글램핑,1,1,0,360000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
283,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,2
284,인휴글램핑,1,1,0,230000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,2
285,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
286,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,2,2
287,인휴글램핑,1,1,0,230000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,2,0,0,0,0,2,2
288,인휴글램핑,1,1,0,230000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,0,4,0,0,0,0,0,0,1,1,0,0,0,2,2,0,0,0,0,3,0,0,3,1,0,0,0,2,2
289,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,2,2
290,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
291,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,2,2
292,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,2
293,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2
294,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,2
295,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,2,2
296,인휴글램핑,1,1,0,220000,4.69,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,2,2
297,철이네캠핑랜드 수영장 글램핑,1,1,0,160000,4.37,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1,0,0,1,2,0,0,0,2,0,2,4
298,럭셔리 안성M글램핑카라반,1,0,0,276500,4.73,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,139,0,0,26,0,138,0,0,0,0,0,140,0,0,45,39,0,0,88,0,0,59,0,92,3,44,0,30,5,19,0,2,5
299,뚜뚜키즈풀빌라&글램핑,1,1,1,560000,4.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,22,32,52,0,0,0,87,0,0,0,0,0,0,26,66,0,0,0,28,12,0,0,21,1,39,0,0,41,19,34,0,0,4,8
300,뚜뚜키즈풀빌라&글램핑,1,1,1,560000,4.85,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,14,26,36,0,0,0,63,0,0,0,0,1,0,29,61,0,0,0,15,11,0,0,25,1,39,0,0,39,23,29,0,0,4,8
301,뚜뚜키즈풀빌라&글램핑,1,1,1,697500,4.85,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,0,16,19,36,0,0,0,47,0,0,0,0,0,0,27,40,0,0,0,20,7,0,0,16,2,28,0,0,30,16,28,0,0,4,10
302,뚜뚜키즈풀빌라&글램핑,1,1,1,196500,4.85,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,20,30,41,0,0,1,51,0,0,0,0,0,0,24,50,0,0,0,21,18,0,0,30,4,36,0,0,29,19,11,0,0,2,4
303,뚜뚜키즈풀빌라&글램핑,1,1,1,196500,4.85,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,16,17,25,0,0,0,33,0,0,0,0,0,0,23,36,0,0,0,15,21,0,0,21,2,30,0,0,30,22,5,0,0,2,4
304,뚜뚜키즈풀빌라&글램핑,1,1,1,196500,4.85,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,15,21,20,0,0,0,38,0,0,0,0,0,0,12,35,0,0,0,12,17,0,0,17,1,31,0,0,19,17,7,0,0,2,4
305,뚜뚜키즈풀빌라&글램핑,1,1,1,196500,4.85,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,14,21,11,0,0,0,31,0,0,0,0,0,0,13,28,0,0,0,11,20,0,0,17,4,22,0,0,22,17,7,0,0,2,4
306,뚜뚜키즈풀빌라&글램핑,1,1,1,196500,4.85,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,18,24,26,0,0,0,39,0,0,0,0,0,0,13,34,0,0,0,14,15,0,0,9,1,25,0,0,29,11,9,0,0,2,4
307,뚜뚜키즈풀빌라&글램핑,1,1,1,166500,4.85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,3,1,7,0,0,0,7,0,0,0,0,0,0,2,6,0,0,0,2,1,0,0,0,1,3,0,0,4,2,4,0,0,2,2
308,뚜뚜키즈풀빌라&글램핑,1,1,1,166500,4.85,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,3,0,0,0,2,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,3,0,3,0,0,1,3,2,0,0,2,2
309,숲속의정원 펜션&글램핑,1,1,1,360000,4.66,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,2,5
310,숲속의정원 펜션&글램핑,1,1,1,360000,4.66,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,1,0,0,0,2,0,0,0,2,5
311,숲속의정원 펜션&글램핑,1,1,1,360000,4.66,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5
312,숲속의정원 펜션&글램핑,1,1,1,360000,4.66,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,2,4
313,숲속의정원 펜션&글램핑,1,1,1,360000,4.66,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,4
314,숲속의정원 펜션&글램핑,1,1,1,360000,4.66,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,4
315,숲속의정원 펜션&글램핑,1,1,1,270000,4.66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3
316,숲속의정원 펜션&글램핑,1,1,1,270000,4.66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,3
317,숲속의정원 펜션&글램핑,1,1,1,270000,4.66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3
318,숲속의정원 펜션&글램핑,1,1,1,270000,4.66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,2,0,0,2,0,0,0,0,2,3
319,숲속의정원 펜션&글램핑,1,1,1,270000,4.66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,1,0,0,2,1,0,0,0,2,3
320,숲속의정원 펜션&글램핑,1,1,1,270000,4.66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,0,0,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,1,0,2,0,0,1,1,0,0,0,2,3
321,숲속의정원 펜션&글램핑,1,1,1,270000,4.66,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,1,2,0,0,1,0,2,0,0,0,1,0,0,0,2,3
322,숲속의정원 펜션&글램핑,1,1,1,185500,4.66,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4
323,숲속의정원 펜션&글램핑,1,1,1,185500,4.66,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,0,2,2,0,0,0,2,4
324,숲속의정원 펜션&글램핑,1,1,1,185500,4.66,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,2,4
325,숲속의정원 펜션&글램핑,1,1,1,185500,4.66,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,0,0,0,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,4
326,숲속의정원 펜션&글램핑,1,1,1,165500,4.66,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,0,1,1,2,0,0,2,0,0,0,0,2,3
327,숲속의정원 펜션&글램핑,1,1,1,165500,4.66,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3
328,숲속의정원 펜션&글램핑,1,1,1,117500,4.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
329,숲속의정원 펜션&글램핑,1,1,1,117500,4.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,4
330,숲속의정원 펜션&글램핑,1,1,1,117500,4.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
331,숲속의정원 펜션&글램핑,1,1,1,117500,4.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
332,숲속의정원 펜션&글램핑,1,1,1,165000,4.66,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,4,6
333,가평 네잎클로버 카라반 글램핑,1,1,1,186500,4.74,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
334,가평 네잎클로버 카라반 글램핑,1,1,1,211500,4.74,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4,5,0,0,0,3,6,0,0,0,1,0,5,0,2,0,5,0,0,4,0,0,2,0,4,0,2,1,0,3,1,0,2,4
335,가평 네잎클로버 카라반 글램핑,1,1,1,211500,4.74,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,87,105,0,0,10,4,119,0,0,0,6,0,82,0,24,26,72,0,2,64,0,0,23,0,87,1,20,15,29,22,6,0,2,4
336,가평 네잎클로버 카라반 글램핑,1,1,1,249000,4.74,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,68,71,1,0,13,7,98,0,0,0,5,0,64,0,21,8,65,0,4,54,0,0,17,0,69,1,2,12,24,19,10,0,2,6
337,가평 네잎클로버 카라반 글램핑,0,1,1,109000,4.74,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,7,4,0,0,1,2,4,0,0,0,0,0,4,0,2,1,0,0,0,5,0,0,2,0,5,1,1,0,4,1,2,0,2,6
338,가평 네잎클로버 카라반 글램핑,1,1,1,231500,4.74,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,75,83,0,0,12,7,103,0,0,0,6,0,78,0,14,10,63,0,2,52,0,0,19,0,82,3,11,17,33,10,16,0,2,4
339,가평 네잎클로버 카라반 글램핑,0,1,1,91500,4.74,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,10,6,0,0,2,0,10,0,0,0,1,0,7,0,2,0,4,0,0,4,0,0,0,0,7,0,1,2,5,2,0,0,2,6
340,가평 네잎클로버 카라반 글램핑,1,1,1,231500,4.74,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,13,0,0,0,2,11,0,0,0,2,0,14,0,3,1,9,0,1,9,0,0,1,0,12,0,1,3,5,4,1,0,2,4
341,채움글램핑카라반,1,1,1,281500,4.52,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,6,10,0,0,1,0,11,0,0,0,0,0,7,0,0,6,3,0,0,8,0,0,5,0,8,1,1,0,7,2,4,0,2,6
